NACCAGE,EDUC,SEX,mean.adj,sd.adj,Zscore
77,10,1,2.302652698,0.129801975,0
78,10,1,2.306684008,0.129801975,0
79,10,1,2.31110142,0.129801975,0
80,10,1,2.316030098,0.129801975,0
81,10,1,2.32148417,0.129801975,0
82,10,1,2.327414735,0.129801975,0
83,10,1,2.333772172,0.129801975,0
84,10,1,2.340506857,0.129801975,0
85,10,1,2.347569167,0.129801975,0
86,10,1,2.35490948,0.129801975,0
87,10,1,2.362478173,0.129801975,0
88,10,1,2.370233481,0.129801975,0
89,10,1,2.378182129,0.129801975,0
90,10,1,2.386349326,0.129801975,0
91,10,1,2.394760312,0.129801975,0
92,10,1,2.403440331,0.129801975,0
93,10,1,2.412414626,0.129801975,0
94,10,1,2.421708439,0.129801975,0
95,10,1,2.431347012,0.129801975,0
40,11,1,2.106494472,0.129801975,0
41,11,1,2.108265317,0.129801975,0
42,11,1,2.110059587,0.129801975,0
43,11,1,2.111890129,0.129801975,0
44,11,1,2.113769791,0.129801975,0
45,11,1,2.115711422,0.129801975,0
46,11,1,2.117727871,0.129801975,0
47,11,1,2.119831985,0.129801975,0
48,11,1,2.122036664,0.129801975,0
49,11,1,2.124381093,0.129801975,0
50,11,1,2.126973423,0.129801975,0
51,11,1,2.12993298,0.129801975,0
52,11,1,2.133379092,0.129801975,0
53,11,1,2.137431085,0.129801975,0
