"NACCAGE","EDUC","SEX","RACE","mean.adj","sd.adj"
94,15,0,"White",25.0514464626822,3.61442547526189
95,15,0,"White",24.6845939854388,3.78037765425228
96,15,0,"White",24.2958175735775,3.95260311081164
97,15,0,"White",23.8853043820132,4.13005629867847
98,15,0,"White",23.4534239695955,4.31169167159129
99,15,0,"White",23.000728299109,4.49646368328859
100,15,0,"White",22.527951737273,4.68332678750888
101,15,0,"White",22.0360110547414,4.87123543799067
21,16,0,"White",35.3185997586378,2.59849078231117
22,16,0,"White",35.231845773364,2.67189483708626
23,16,0,"White",35.1372956704035,2.74334615760814
24,16,0,"White",35.0356721378335,2.81089200962361
25,16,0,"White",34.9276761271694,2.87257965887948
26,16,0,"White",34.8139868533649,2.92645637112253
27,16,0,"White",34.6952617948121,2.97056941209957
28,16,0,"White",34.572136693341,3.00296604755739
29,16,0,"White",34.44522555422,3.02169354324279
30,16,0,"White",34.3151206461559,3.02480052671015
31,16,0,"White",34.1823925012934,3.01169198587611
32,16,0,"White",34.0475899152158,2.98567448741007
33,16,0,"White",33.9112399469444,2.95075184346886
34,16,0,"White",33.7738479189387,2.91092786620933
35,16,0,"White",33.6358974170967,2.87020636778829
36,16,0,"White",33.4978502907545,2.83259116036258
37,16,0,"White",33.3601466526862,2.80208605608903
38,16,0,"White",33.2232048791046,2.78269486712447
39,16,0,"White",33.0874216096604,2.77840382614194
40,16,0,"White",32.9531717474426,2.79034469713562
41,16,0,"White",32.8208084589786,2.81366342987235
42,16,0,"White",32.6906631742338,2.84275225375189
43,16,0,"White",32.563045586612,2.87200339817397
44,16,0,"White",32.4382436529553,2.89580909253835
45,16,0,"White",32.3165235935437,2.90856156624479
46,16,0,"White",32.1981298920959,2.90465304869302
47,16,0,"White",32.0832852957684,2.87847576928281
48,16,0,"White",31.9721908151564,2.82449367354423
49,16,0,"White",31.8650257242929,2.74147367482704
50,16,0,"White",31.7619475606494,2.63485228660147
51,16,0,"White",31.6630921251356,2.5106397513804
52,16,0,"White",31.5685734820994,2.37484631167669
53,16,0,"White",31.4784839593268,2.23348221000321
54,16,0,"White",31.3928941480424,2.09255768887284
55,16,0,"White",31.3118529029087,1.95808299079843
56,16,0,"White",31.2353873420267,1.83606835829286
57,16,0,"White",31.1635028469353,1.73240465411971
58,16,0,"White",31.0961830626119,1.64936217708391
59,16,0,"White",31.0333898974722,1.58502547353122
60,16,0,"White",30.9750635233699,1.53724592623459
61,16,0,"White",30.9211223755972,1.50387491796697
62,16,0,"White",30.8714631528842,1.4827638315013
63,16,0,"White",30.8258457264889,1.47176404961053
64,16,0,"White",30.7826271401794,1.46872695506761
65,16,0,"White",30.7374956102164,1.47150393064549
66,16,0,"White",30.683355434443,1.47801922372583
67,16,0,"White",30.6103269922842,1.48750514714612
68,16,0,"White",30.5062499177664,1.50032545538808
